snr,rel_error,rel_diff_chirp_mass
24.957716,0.010619100226615672,0.010619100226615672
25.73016,-0.00022750431752477704,0.00022750431752477704
26.98313,-0.018804476424910302,0.018804476424910302
23.991287,0.02425736185739465,0.02425736185739465
29.844961,0.006099982201860019,0.006099982201860019
22.25949,-0.004742388497826007,0.004742388497826007
25.58941,-0.020804305263345285,0.020804305263345285
29.522923,0.006955136524309111,0.006955136524309111
28.863651,-0.010372499460221288,0.010372499460221288
27.714346,-0.013639920275278276,0.013639920275278276
29.243399,0.007226116508276833,0.007226116508276833
26.526752,0.00824098909872728,0.00824098909872728
27.585783,0.006397480585450916,0.006397480585450916
25.130352,0.018812952119255568,0.018812952119255568
22.500257,0.030289432135607364,0.030289432135607364
28.106825,0.017358541005124056,0.017358541005124056
25.320465,-0.0033698589320961783,0.0033698589320961783
22.550776,0.0016945986388178336,0.0016945986388178336
23.24958,0.003361370464483578,0.003361370464483578
22.19603,-0.01620008165583104,0.01620008165583104
29.035381,0.011069350590753623,0.011069350590753623
24.790812,0.013036511302552513,0.013036511302552513
22.057964,0.27967042587852187,0.27967042587852187
29.789324,0.006765079284161395,0.006765079284161395
24.49936,0.023393130368708794,0.023393130368708794
28.345978,0.011179347294953174,0.011179347294953174
24.267315,0.010274398264516623,0.010274398264516623
26.365002,0.07835631196821526,0.07835631196821526
20.742836,0.012177789775483602,0.012177789775483602
26.455711,-0.013313932991550514,0.013313932991550514
20.386164,0.05800143947291097,0.05800143947291097
25.482006,0.0022270941249067336,0.0022270941249067336
29.951468,0.003942400582434582,0.003942400582434582
